Line; Date; Time; POT1 ; POT2 ; POT3 ; POT4 ; POT5 ; POT6 ; POTref ; PT1 ; PT2 ; PT3 ; PTref
217; 2023/10/11; 03:41:31; 1515; 2323; 1650; 2465; 2636; 2969; 1997; 1525; 1524; 1517; 1181
218; 2023/10/11; 03:42:32; 1516; 2322; 1650; 2465; 2635; 2968; 1997; 1525; 1525; 1517; 1181
219; 2023/10/11; 03:43:33; 1516; 2323; 1650; 2465; 2637; 2967; 1997; 1525; 1525; 1517; 1182
220; 2023/10/11; 03:44:34; 1515; 2322; 1650; 2465; 2636; 2968; 1997; 1524; 1524; 1517; 1181
221; 2023/10/11; 03:45:35; 1515; 2323; 1650; 2465; 2635; 2968; 1997; 1526; 1525; 1517; 1181
222; 2023/10/11; 03:46:36; 1515; 2324; 1651; 2465; 2636; 2968; 1997; 1525; 1524; 1517; 1182
223; 2023/10/11; 03:47:37; 1515; 2322; 1649; 2464; 2636; 2968; 1997; 1525; 1526; 1517; 1182
224; 2023/10/11; 03:48:38; 1515; 2324; 1650; 2466; 2635; 2969; 1997; 1525; 1524; 1517; 1181
225; 2023/10/11; 03:49:39; 1515; 2323; 1650; 2466; 2636; 2969; 1997; 1525; 1525; 1517; 1181
226; 2023/10/11; 03:50:40; 1515; 2322; 1649; 2465; 2635; 2966; 1997; 1525; 1525; 1517; 1181
227; 2023/10/11; 03:51:41; 1514; 2322; 1650; 2465; 2636; 2968; 1997; 1525; 1525; 1517; 1181
228; 2023/10/11; 03:52:42; 1516; 2322; 1649; 2466; 2636; 2968; 1997; 1525; 1525; 1517; 1181
229; 2023/10/11; 03:53:43; 1516; 2323; 1651; 2465; 2635; 2968; 1997; 1525; 1525; 1517; 1181
230; 2023/10/11; 03:54:44; 1515; 2323; 1650; 2465; 2635; 2968; 1998; 1525; 1525; 1516; 1181
231; 2023/10/11; 03:55:45; 1515; 2322; 1649; 2465; 2637; 2968; 1997; 1525; 1525; 1517; 1181
232; 2023/10/11; 03:56:46; 1517; 2324; 1650; 2466; 2635; 2968; 1997; 1525; 1525; 1518; 1181
233; 2023/10/11; 03:57:47; 1516; 2323; 1651; 2465; 2637; 2969; 1997; 1524; 1525; 1517; 1181
234; 2023/10/11; 03:58:48; 1515; 2322; 1651; 2466; 2635; 2966; 1997; 1525; 1526; 1518; 1181
235; 2023/10/11; 03:59:49; 1514; 2322; 1650; 2466; 2635; 2968; 1997; 1525; 1525; 1518; 1181
236; 2023/10/11; 04:00:50; 1515; 2324; 1649; 2466; 2635; 2968; 1997; 1525; 1525; 1517; 1181
237; 2023/10/11; 04:01:51; 1516; 2323; 1650; 2465; 2635; 2969; 1997; 1525; 1525; 1517; 1181
238; 2023/10/11; 04:02:52; 1515; 2322; 1650; 2466; 2634; 2968; 1997; 1525; 1526; 1518; 1182
239; 2023/10/11; 04:03:53; 1516; 2323; 1651; 2465; 2635; 2967; 1997; 1525; 1526; 1517; 1181
240; 2023/10/11; 04:04:54; 1515; 2323; 1649; 2465; 2635; 2968; 1997; 1525; 1525; 1517; 1182
241; 2023/10/11; 04:05:55; 1515; 2324; 1650; 2465; 2635; 2969; 1997; 1525; 1526; 1518; 1181
242; 2023/10/11; 04:06:56; 1514; 2322; 1650; 2465; 2635; 2968; 1997; 1525; 1525; 1517; 1182
243; 2023/10/11; 04:07:57; 1517; 2322; 1650; 2466; 2636; 2969; 1997; 1525; 1525; 1518; 1181
244; 2023/10/11; 04:08:58; 1516; 2325; 1651; 2466; 2635; 2969; 1997; 1525; 1526; 1517; 1181
245; 2023/10/11; 04:09:59; 1517; 2324; 1650; 2466; 2636; 2968; 1997; 1526; 1526; 1518; 1181
246; 2023/10/11; 04:11:00; 1515; 2322; 1650; 2465; 2635; 2967; 1997; 1526; 1526; 1518; 1181
247; 2023/10/11; 04:12:01; 1515; 2323; 1650; 2465; 2635; 2967; 1997; 1525; 1526; 1518; 1181
248; 2023/10/11; 04:13:02; 1515; 2323; 1650; 2465; 2634; 2968; 1997; 1526; 1525; 1518; 1182
249; 2023/10/11; 04:14:03; 1516; 2323; 1651; 2465; 2637; 2968; 1997; 1525; 1526; 1518; 1181
250; 2023/10/11; 04:15:04; 1515; 2325; 1650; 2466; 2635; 2968; 1997; 1526; 1526; 1517; 1181
251; 2023/10/11; 04:16:05; 1516; 2323; 1649; 2465; 2635; 2968; 1997; 1526; 1526; 1518; 1182
252; 2023/10/11; 04:17:06; 1515; 2323; 1650; 2465; 2636; 2968; 1997; 1525; 1526; 1518; 1182
253; 2023/10/11; 04:18:07; 1517; 2322; 1649; 2465; 2635; 2968; 1997; 1526; 1526; 1518; 1181
254; 2023/10/11; 04:19:08; 1515; 2323; 1649; 2465; 2635; 2968; 1997; 1525; 1526; 1518; 1181
255; 2023/10/11; 04:20:09; 1515; 2322; 1650; 2466; 2635; 2968; 1997; 1525; 1526; 1518; 1182
256; 2023/10/11; 04:21:10; 1514; 2324; 1650; 2466; 2636; 2968; 1997; 1525; 1526; 1518; 1182
257; 2023/10/11; 04:22:11; 1516; 2323; 1650; 2466; 2635; 2968; 1997; 1525; 1526; 1518; 1181
258; 2023/10/11; 04:23:12; 1515; 2323; 1651; 2465; 2636; 2968; 1997; 1525; 1527; 1518; 1181
259; 2023/10/11; 04:24:13; 1516; 2323; 1650; 2466; 2636; 2969; 1997; 1525; 1528; 1518; 1181
260; 2023/10/11; 04:25:14; 1516; 2323; 1649; 2466; 2636; 2969; 1997; 1526; 1525; 1518; 1181
261; 2023/10/11; 04:26:15; 1516; 2322; 1651; 2465; 2635; 2967; 1997; 1525; 1527; 1518; 1182
262; 2023/10/11; 04:27:16; 1516; 2323; 1649; 2466; 2635; 2967; 1997; 1526; 1526; 1518; 1182
263; 2023/10/11; 04:28:17; 1514; 2323; 1650; 2465; 2635; 2968; 1997; 1526; 1527; 1518; 1182
264; 2023/10/11; 04:29:18; 1515; 2322; 1649; 2464; 2635; 2968; 1997; 1526; 1527; 1518; 1181
265; 2023/10/11; 04:30:19; 1515; 2324; 1650; 2466; 2636; 2968; 1997; 1526; 1526; 1518; 1181
266; 2023/10/11; 04:31:20; 1515; 2323; 1650; 2465; 2636; 2968; 1997; 1525; 1527; 1518; 1181
267; 2023/10/11; 04:32:21; 1518; 2323; 1650; 2466; 2635; 2968; 1997; 1526; 1527; 1518; 1181
268; 2023/10/11; 04:33:22; 1515; 2323; 1650; 2466; 2635; 2968; 1997; 1526; 1527; 1518; 1181
269; 2023/10/11; 04:34:23; 1515; 2322; 1650; 2466; 2634; 2968; 1997; 1526; 1526; 1519; 1181
270; 2023/10/11; 04:35:24; 1516; 2324; 1649; 2465; 2637; 2969; 1997; 1525; 1527; 1518; 1181
271; 2023/10/11; 04:36:25; 1515; 2322; 1650; 2465; 2636; 2969; 1997; 1527; 1527; 1518; 1181
272; 2023/10/11; 04:37:26; 1516; 2324; 1649; 2465; 2635; 2968; 1997; 1526; 1526; 1519; 1181
273; 2023/10/11; 04:38:27; 1515; 2323; 1651; 2465; 2635; 2968; 1997; 1527; 1526; 1518; 1181
274; 2023/10/11; 04:39:28; 1515; 2322; 1649; 2464; 2635; 2965; 1997; 1526; 1526; 1519; 1181
275; 2023/10/11; 04:40:29; 1514; 2323; 1650; 2465; 2635; 2967; 1997; 1527; 1527; 1519; 1182
276; 2023/10/11; 04:41:30; 1515; 2323; 1650; 2465; 2635; 2967; 1997; 1526; 1527; 1519; 1181
277; 2023/10/11; 04:42:31; 1515; 2323; 1650; 2465; 2636; 2968; 1997; 1526; 1527; 1518; 1181
278; 2023/10/11; 04:43:32; 1516; 2323; 1650; 2466; 2635; 2967; 1997; 1526; 1527; 1520; 1181
279; 2023/10/11; 04:44:33; 1516; 2323; 1649; 2465; 2636; 2968; 1997; 1527; 1527; 1519; 1181
280; 2023/10/11; 04:45:34; 1516; 2322; 1650; 2465; 2635; 2968; 1997; 1527; 1527; 1519; 1181
281; 2023/10/11; 04:46:35; 1514; 2323; 1650; 2465; 2636; 2968; 1997; 1526; 1527; 1519; 1182
282; 2023/10/11; 04:47:36; 1516; 2324; 1650; 2466; 2635; 2968; 1997; 1528; 1527; 1519; 1182
283; 2023/10/11; 04:48:37; 1514; 2323; 1649; 2465; 2634; 2967; 1997; 1527; 1527; 1519; 1182
284; 2023/10/11; 04:49:38; 1517; 2323; 1650; 2465; 2634; 2968; 1997; 1528; 1527; 1520; 1181
285; 2023/10/11; 04:50:39; 1515; 2323; 1650; 2465; 2635; 2967; 1997; 1527; 1527; 1520; 1181
286; 2023/10/11; 04:51:40; 1517; 2323; 1650; 2466; 2636; 2968; 1997; 1527; 1528; 1520; 1181
287; 2023/10/11; 04:52:41; 1516; 2324; 1650; 2466; 2636; 2968; 1997; 1527; 1526; 1519; 1182
288; 2023/10/11; 04:53:42; 1514; 2322; 1650; 2465; 2635; 2967; 1997; 1527; 1528; 1519; 1181
289; 2023/10/11; 04:54:43; 1515; 2324; 1650; 2465; 2635; 2968; 1997; 1527; 1528; 1519; 1181
290; 2023/10/11; 04:55:44; 1515; 2323; 1650; 2465; 2635; 2967; 1997; 1528; 1526; 1520; 1181
291; 2023/10/11; 04:56:45; 1516; 2323; 1650; 2466; 2637; 2968; 1997; 1528; 1528; 1520; 1181
292; 2023/10/11; 04:57:46; 1515; 2322; 1650; 2464; 2636; 2968; 1997; 1528; 1527; 1520; 1182
293; 2023/10/11; 04:58:47; 1515; 2323; 1650; 2465; 2636; 2968; 1997; 1528; 1528; 1520; 1182
294; 2023/10/11; 04:59:48; 1515; 2322; 1650; 2465; 2635; 2967; 1997; 1528; 1529; 1520; 1182
295; 2023/10/11; 05:00:49; 1515; 2323; 1650; 2465; 2635; 2967; 1997; 1528; 1528; 1520; 1181
296; 2023/10/11; 05:01:50; 1515; 2323; 1650; 2466; 2636; 2967; 1997; 1528; 1528; 1520; 1181
297; 2023/10/11; 05:02:51; 1516; 2324; 1649; 2465; 2636; 2967; 1997; 1528; 1529; 1520; 1182
298; 2023/10/11; 05:03:52; 1514; 2323; 1651; 2465; 2635; 2967; 1997; 1528; 1528; 1520; 1182
299; 2023/10/11; 05:04:53; 1516; 2323; 1650; 2465; 2634; 2967; 1997; 1528; 1528; 1520; 1182
300; 2023/10/11; 05:05:54; 1515; 2321; 1650; 2465; 2635; 2967; 1997; 1528; 1529; 1520; 1181
301; 2023/10/11; 05:06:55; 1514; 2323; 1651; 2465; 2634; 2967; 1997; 1528; 1528; 1520; 1181
302; 2023/10/11; 05:07:56; 1516; 2323; 1650; 2465; 2636; 2968; 1997; 1529; 1528; 1521; 1182
303; 2023/10/11; 05:08:57; 1515; 2322; 1650; 2464; 2635; 2968; 1997; 1528; 1529; 1520; 1181
304; 2023/10/11; 05:09:58; 1515; 2322; 1650; 2465; 2635; 2968; 1997; 1529; 1528; 1520; 1182
305; 2023/10/11; 05:10:59; 1515; 2323; 1650; 2465; 2629; 2968; 1997; 1528; 1529; 1521; 1181
306; 2023/10/11; 05:12:00; 1515; 2323; 1650; 2466; 2636; 2967; 1997; 1529; 1529; 1521; 1181
307; 2023/10/11; 05:13:01; 1514; 2322; 1650; 2465; 2635; 2967; 1997; 1528; 1529; 1521; 1181
308; 2023/10/11; 05:14:02; 1514; 2322; 1649; 2465; 2635; 2967; 1997; 1528; 1529; 1521; 1181
309; 2023/10/11; 05:15:03; 1516; 2324; 1651; 2465; 2635; 2967; 1997; 1528; 1530; 1520; 1182
310; 2023/10/11; 05:16:04; 1515; 2324; 1649; 2465; 2635; 2968; 1997; 1529; 1529; 1521; 1181
311; 2023/10/11; 05:17:05; 1516; 2323; 1651; 2465; 2635; 2968; 1997; 1529; 1529; 1521; 1181
312; 2023/10/11; 05:18:06; 1515; 2324; 1649; 2465; 2635; 2968; 1997; 1529; 1530; 1521; 1181
313; 2023/10/11; 05:19:07; 1517; 2322; 1649; 2464; 2635; 2969; 1997; 1529; 1529; 1521; 1182
314; 2023/10/11; 05:20:08; 1516; 2323; 1650; 2465; 2635; 2968; 1997; 1530; 1529; 1521; 1181
315; 2023/10/11; 05:21:09; 1516; 2323; 1648; 2465; 2634; 2967; 1997; 1528; 1529; 1521; 1182
316; 2023/10/11; 05:22:10; 1515; 2322; 1650; 2465; 2633; 2968; 1997; 1529; 1530; 1521; 1181
317; 2023/10/11; 05:23:11; 1515; 2324; 1651; 2465; 2635; 2968; 1997; 1529; 1529; 1521; 1181
318; 2023/10/11; 05:24:12; 1515; 2322; 1650; 2465; 2635; 2967; 1997; 1529; 1530; 1521; 1182
319; 2023/10/11; 05:25:13; 1515; 2324; 1650; 2465; 2635; 2967; 1997; 1529; 1529; 1522; 1182
320; 2023/10/11; 05:26:14; 1515; 2322; 1650; 2465; 2634; 2965; 1997; 1530; 1529; 1522; 1181
321; 2023/10/11; 05:27:15; 1514; 2323; 1650; 2466; 2635; 2968; 1997; 1528; 1529; 1521; 1182
322; 2023/10/11; 05:28:16; 1514; 2320; 1650; 2466; 2635; 2967; 1997; 1530; 1529; 1521; 1181
323; 2023/10/11; 05:29:17; 1515; 2322; 1650; 2465; 2635; 2967; 1997; 1530; 1530; 1521; 1181
324; 2023/10/11; 05:30:18; 1516; 2323; 1650; 2465; 2634; 2967; 1997; 1528; 1531; 1521; 1181
325; 2023/10/11; 05:31:19; 1516; 2323; 1650; 2466; 2636; 2968; 1997; 1529; 1529; 1521; 1182
326; 2023/10/11; 05:32:20; 1515; 2321; 1650; 2465; 2635; 2968; 1997; 1530; 1530; 1522; 1181
327; 2023/10/11; 05:33:21; 1514; 2322; 1650; 2465; 2635; 2967; 1997; 1529; 1530; 1521; 1181
328; 2023/10/11; 05:34:22; 1516; 2324; 1649; 2466; 2635; 2968; 1997; 1529; 1529; 1522; 1181
329; 2023/10/11; 05:35:23; 1515; 2322; 1650; 2465; 2635; 2967; 1997; 1529; 1530; 1522; 1181
330; 2023/10/11; 05:36:24; 1516; 2323; 1649; 2464; 2634; 2967; 1997; 1529; 1530; 1522; 1181
331; 2023/10/11; 05:37:25; 1515; 2323; 1651; 2465; 2634; 2969; 1997; 1529; 1529; 1521; 1181
332; 2023/10/11; 05:38:26; 1514; 2322; 1651; 2465; 2635; 2967; 1997; 1529; 1530; 1522; 1181
333; 2023/10/11; 05:39:27; 1515; 2322; 1650; 2465; 2634; 2968; 1997; 1528; 1530; 1521; 1181
334; 2023/10/11; 05:40:28; 1515; 2323; 1650; 2465; 2634; 2967; 1997; 1529; 1530; 1522; 1181
335; 2023/10/11; 05:41:29; 1515; 2325; 1650; 2466; 2635; 2968; 1997; 1529; 1530; 1521; 1181
336; 2023/10/11; 05:42:30; 1516; 2323; 1651; 2466; 2635; 2968; 1997; 1530; 1530; 1522; 1181
337; 2023/10/11; 05:43:31; 1516; 2324; 1651; 2466; 2635; 2970; 1997; 1529; 1531; 1522; 1181
338; 2023/10/11; 05:44:32; 1515; 2322; 1651; 2465; 2635; 2967; 1997; 1529; 1530; 1522; 1181
339; 2023/10/11; 05:45:33; 1515; 2322; 1649; 2466; 2634; 2966; 1997; 1529; 1530; 1521; 1182
340; 2023/10/11; 05:46:34; 1514; 2322; 1649; 2465; 2634; 2967; 1997; 1530; 1530; 1522; 1181
341; 2023/10/11; 05:47:35; 1516; 2323; 1650; 2465; 2634; 2967; 1997; 1529; 1530; 1521; 1182
342; 2023/10/11; 05:48:36; 1516; 2324; 1650; 2466; 2634; 2968; 1997; 1529; 1530; 1522; 1181
343; 2023/10/11; 05:49:37; 1516; 2323; 1650; 2465; 2635; 2968; 1997; 1530; 1530; 1522; 1181
344; 2023/10/11; 05:50:38; 1514; 2322; 1649; 2465; 2635; 2967; 1997; 1529; 1531; 1522; 1181
345; 2023/10/11; 05:51:39; 1515; 2324; 1651; 2465; 2635; 2967; 1997; 1529; 1531; 1522; 1181
346; 2023/10/11; 05:52:40; 1516; 2323; 1649; 2467; 2635; 2967; 1997; 1529; 1530; 1522; 1181
347; 2023/10/11; 05:53:41; 1515; 2323; 1650; 2464; 2635; 2967; 1997; 1529; 1531; 1522; 1181
348; 2023/10/11; 05:54:42; 1514; 2322; 1650; 2464; 2634; 2967; 1997; 1529; 1530; 1522; 1182
349; 2023/10/11; 05:55:43; 1515; 2323; 1650; 2466; 2635; 2969; 1997; 1529; 1531; 1522; 1181
350; 2023/10/11; 05:56:44; 1514; 2322; 1650; 2464; 2635; 2967; 1997; 1530; 1530; 1522; 1181
351; 2023/10/11; 05:57:45; 1515; 2322; 1649; 2465; 2634; 2967; 1997; 1530; 1531; 1522; 1181
352; 2023/10/11; 05:58:46; 1515; 2322; 1650; 2465; 2635; 2967; 1997; 1529; 1530; 1522; 1182
353; 2023/10/11; 05:59:47; 1514; 2322; 1649; 2465; 2634; 2967; 1997; 1530; 1531; 1522; 1182
354; 2023/10/11; 06:00:48; 1515; 2324; 1650; 2465; 2634; 2966; 1997; 1530; 1531; 1522; 1182
355; 2023/10/11; 06:01:49; 1515; 2321; 1650; 2465; 2634; 2968; 1997; 1528; 1531; 1522; 1181
356; 2023/10/11; 06:02:50; 1516; 2323; 1649; 2465; 2634; 2968; 1997; 1530; 1531; 1522; 1181
357; 2023/10/11; 06:03:51; 1515; 2322; 1650; 2466; 2635; 2968; 1997; 1529; 1531; 1523; 1181
358; 2023/10/11; 06:04:52; 1515; 2323; 1649; 2466; 2635; 2966; 1997; 1530; 1530; 1522; 1181
359; 2023/10/11; 06:05:53; 1516; 2324; 1650; 2466; 2635; 2968; 1997; 1530; 1531; 1522; 1181
360; 2023/10/11; 06:06:54; 1515; 2323; 1648; 2466; 2636; 2967; 1997; 1530; 1531; 1522; 1181
361; 2023/10/11; 06:07:55; 1515; 2322; 1650; 2465; 2633; 2966; 1997; 1530; 1531; 1522; 1182
362; 2023/10/11; 06:08:56; 1515; 2321; 1650; 2466; 2634; 2967; 1997; 1530; 1531; 1522; 1181
363; 2023/10/11; 06:09:57; 1515; 2323; 1650; 2466; 2635; 2967; 1997; 1530; 1531; 1522; 1181
364; 2023/10/11; 06:10:58; 1515; 2323; 1649; 2465; 2635; 2967; 1997; 1529; 1531; 1522; 1181
365; 2023/10/11; 06:11:59; 1515; 2322; 1649; 2464; 2634; 2966; 1997; 1530; 1531; 1522; 1181
366; 2023/10/11; 06:13:00; 1514; 2323; 1651; 2466; 2635; 2967; 1997; 1530; 1531; 1523; 1181
367; 2023/10/11; 06:14:01; 1515; 2322; 1649; 2465; 2634; 2966; 1997; 1530; 1531; 1522; 1181
368; 2023/10/11; 06:15:02; 1515; 2322; 1649; 2465; 2634; 2966; 1997; 1530; 1531; 1523; 1181
369; 2023/10/11; 06:16:03; 1514; 2322; 1650; 2465; 2634; 2967; 1997; 1531; 1531; 1523; 1181
370; 2023/10/11; 06:17:04; 1514; 2323; 1651; 2465; 2635; 2967; 1997; 1531; 1532; 1523; 1181
371; 2023/10/11; 06:18:05; 1516; 2323; 1650; 2466; 2634; 2967; 1997; 1531; 1531; 1522; 1181
372; 2023/10/11; 06:19:06; 1514; 2322; 1649; 2465; 2635; 2968; 1997; 1531; 1531; 1523; 1181
373; 2023/10/11; 06:20:07; 1513; 2322; 1650; 2465; 2634; 2966; 1997; 1531; 1531; 1523; 1182
374; 2023/10/11; 06:21:08; 1517; 2322; 1649; 2466; 2635; 2967; 1997; 1530; 1531; 1523; 1181
375; 2023/10/11; 06:22:09; 1515; 2323; 1650; 2465; 2635; 2968; 1997; 1531; 1532; 1523; 1182
376; 2023/10/11; 06:23:10; 1516; 2323; 1650; 2465; 2634; 2967; 1997; 1531; 1532; 1523; 1182
377; 2023/10/11; 06:24:11; 1515; 2323; 1649; 2465; 2635; 2967; 1997; 1530; 1532; 1523; 1181
378; 2023/10/11; 06:25:12; 1515; 2323; 1649; 2465; 2633; 2966; 1997; 1531; 1531; 1523; 1181
379; 2023/10/11; 06:26:13; 1515; 2323; 1650; 2465; 2634; 2966; 1997; 1531; 1532; 1523; 1182
380; 2023/10/11; 06:27:14; 1513; 2323; 1650; 2465; 2634; 2966; 1997; 1531; 1531; 1523; 1181
381; 2023/10/11; 06:28:15; 1516; 2325; 1649; 2466; 2634; 2968; 1997; 1530; 1532; 1523; 1182
382; 2023/10/11; 06:29:16; 1514; 2322; 1650; 2465; 2634; 2966; 1997; 1531; 1532; 1523; 1181
383; 2023/10/11; 06:30:17; 1515; 2322; 1651; 2465; 2634; 2967; 1997; 1531; 1532; 1524; 1181
384; 2023/10/11; 06:31:18; 1515; 2323; 1649; 2466; 2634; 2967; 1997; 1531; 1532; 1523; 1181
385; 2023/10/11; 06:32:19; 1514; 2323; 1651; 2465; 2634; 2967; 1997; 1531; 1531; 1523; 1182
386; 2023/10/11; 06:33:20; 1515; 2322; 1650; 2465; 2634; 2967; 1997; 1531; 1532; 1523; 1181
387; 2023/10/11; 06:34:21; 1515; 2323; 1650; 2465; 2635; 2967; 1997; 1531; 1531; 1523; 1181
388; 2023/10/11; 06:35:22; 1515; 2323; 1650; 2465; 2634; 2966; 1997; 1532; 1532; 1524; 1181
389; 2023/10/11; 06:36:23; 1516; 2324; 1649; 2466; 2635; 2967; 1997; 1531; 1532; 1523; 1181
390; 2023/10/11; 06:37:24; 1516; 2325; 1649; 2466; 2634; 2968; 1997; 1532; 1532; 1524; 1181
391; 2023/10/11; 06:38:25; 1515; 2321; 1650; 2464; 2635; 2967; 1997; 1531; 1531; 1524; 1181
392; 2023/10/11; 06:39:26; 1515; 2321; 1650; 2465; 2634; 2967; 1997; 1532; 1532; 1524; 1181
393; 2023/10/11; 06:40:27; 1515; 2322; 1650; 2465; 2635; 2967; 1997; 1532; 1532; 1523; 1181
394; 2023/10/11; 06:41:28; 1514; 2322; 1650; 2465; 2634; 2967; 1997; 1532; 1533; 1524; 1181
395; 2023/10/11; 06:42:29; 1515; 2323; 1649; 2466; 2634; 2967; 1997; 1532; 1532; 1524; 1181
396; 2023/10/11; 06:43:30; 1516; 2324; 1649; 2466; 2635; 2968; 1997; 1533; 1533; 1524; 1181
397; 2023/10/11; 06:44:31; 1515; 2322; 1649; 2465; 2633; 2967; 1997; 1532; 1532; 1524; 1182
398; 2023/10/11; 06:45:32; 1514; 2322; 1650; 2465; 2635; 2968; 1997; 1532; 1532; 1524; 1181
399; 2023/10/11; 06:46:33; 1514; 2322; 1649; 2465; 2635; 2967; 1997; 1533; 1533; 1524; 1182
400; 2023/10/11; 06:47:34; 1515; 2323; 1648; 2466; 2635; 2968; 1997; 1532; 1534; 1524; 1181
401; 2023/10/11; 06:48:35; 1515; 2322; 1650; 2465; 2635; 2966; 1997; 1533; 1533; 1523; 1182
402; 2023/10/11; 06:49:36; 1515; 2323; 1650; 2465; 2635; 2967; 1997; 1532; 1533; 1524; 1182
403; 2023/10/11; 06:50:37; 1515; 2322; 1650; 2465; 2635; 2967; 1997; 1532; 1533; 1524; 1182
404; 2023/10/11; 06:51:38; 1516; 2323; 1649; 2465; 2634; 2967; 1997; 1532; 1532; 1524; 1182
405; 2023/10/11; 06:52:39; 1516; 2323; 1651; 2466; 2634; 2967; 1997; 1532; 1532; 1524; 1181
406; 2023/10/11; 06:53:40; 1515; 2322; 1650; 2466; 2634; 2966; 1997; 1533; 1533; 1525; 1181
407; 2023/10/11; 06:54:41; 1516; 2322; 1650; 2465; 2635; 2967; 1997; 1532; 1533; 1524; 1182
408; 2023/10/11; 06:55:42; 1515; 2322; 1649; 2465; 2634; 2967; 1997; 1533; 1533; 1524; 1182
409; 2023/10/11; 06:56:43; 1515; 2322; 1650; 2466; 2634; 2967; 1997; 1532; 1533; 1525; 1182
410; 2023/10/11; 06:57:44; 1514; 2323; 1650; 2465; 2634; 2966; 1997; 1531; 1532; 1524; 1182
411; 2023/10/11; 06:58:45; 1515; 2321; 1649; 2465; 2634; 2967; 1997; 1532; 1533; 1525; 1181
412; 2023/10/11; 06:59:46; 1515; 2322; 1651; 2465; 2635; 2967; 1997; 1532; 1533; 1524; 1181
413; 2023/10/11; 07:00:47; 1515; 2323; 1651; 2465; 2634; 2967; 1997; 1532; 1534; 1524; 1182
414; 2023/10/11; 07:01:48; 1512; 2323; 1649; 2465; 2635; 2966; 1997; 1531; 1533; 1525; 1181
415; 2023/10/11; 07:02:49; 1514; 2323; 1650; 2465; 2635; 2966; 1997; 1532; 1533; 1525; 1182
416; 2023/10/11; 07:03:50; 1514; 2322; 1649; 2465; 2634; 2967; 1997; 1532; 1533; 1524; 1182
417; 2023/10/11; 07:04:51; 1515; 2324; 1650; 2466; 2635; 2966; 1997; 1532; 1533; 1524; 1181
418; 2023/10/11; 07:05:52; 1514; 2322; 1651; 2465; 2635; 2965; 1997; 1533; 1533; 1525; 1181
419; 2023/10/11; 07:06:53; 1514; 2322; 1651; 2465; 2635; 2966; 1997; 1532; 1533; 1524; 1182
420; 2023/10/11; 07:07:54; 1515; 2324; 1650; 2466; 2634; 2966; 1997; 1532; 1534; 1524; 1182
421; 2023/10/11; 07:08:55; 1515; 2322; 1650; 2465; 2634; 2965; 1997; 1533; 1534; 1524; 1181
422; 2023/10/11; 07:09:56; 1515; 2321; 1650; 2465; 2634; 2967; 1997; 1532; 1534; 1524; 1182
423; 2023/10/11; 07:10:57; 1515; 2322; 1651; 2465; 2633; 2967; 1997; 1532; 1534; 1525; 1181
424; 2023/10/11; 07:11:58; 1516; 2323; 1650; 2465; 2635; 2968; 1997; 1533; 1534; 1524; 1181
425; 2023/10/11; 07:12:59; 1516; 2323; 1650; 2465; 2635; 2968; 1997; 1532; 1533; 1524; 1181
426; 2023/10/11; 07:14:00; 1517; 2322; 1650; 2465; 2634; 2966; 1997; 1533; 1534; 1524; 1182
427; 2023/10/11; 07:15:01; 1514; 2323; 1650; 2465; 2635; 2966; 1997; 1533; 1534; 1524; 1181
428; 2023/10/11; 07:16:02; 1514; 2322; 1649; 2465; 2634; 2966; 1997; 1532; 1533; 1525; 1182
429; 2023/10/11; 07:17:03; 1515; 2322; 1650; 2465; 2634; 2967; 1998; 1532; 1533; 1524; 1181
430; 2023/10/11; 07:18:04; 1514; 2321; 1650; 2465; 2635; 2966; 1997; 1531; 1534; 1525; 1181
431; 2023/10/11; 07:19:05; 1513; 2323; 1649; 2464; 2633; 2966; 1997; 1532; 1534; 1524; 1182
432; 2023/10/11; 07:20:06; 1516; 2323; 1650; 2466; 2634; 2966; 1997; 1533; 1533; 1524; 1182
433; 2023/10/11; 07:21:07; 1515; 2322; 1650; 2464; 2634; 2965; 1997; 1533; 1533; 1525; 1182
