Line; Date; Time; POT1 ; POT2 ; POT3 ; POT4 ; POT5 ; POT6 ; POTref ; PT1 ; PT2 ; PT3 ; PTref
434; 2023/10/11; 07:22:08; 1515; 2324; 1649; 2465; 2634; 2967; 1997; 1532; 1533; 1524; 1181
435; 2023/10/11; 07:23:09; 1514; 2323; 1650; 2464; 2634; 2967; 1997; 1533; 1533; 1525; 1181
436; 2023/10/11; 07:24:10; 1516; 2323; 1650; 2465; 2635; 2966; 1998; 1532; 1533; 1524; 1181
437; 2023/10/11; 07:25:11; 1516; 2322; 1650; 2467; 2635; 2967; 1997; 1533; 1534; 1524; 1181
438; 2023/10/11; 07:26:12; 1516; 2323; 1649; 2464; 2634; 2967; 1997; 1533; 1534; 1525; 1182
439; 2023/10/11; 07:27:13; 1517; 2323; 1651; 2464; 2633; 2967; 1997; 1531; 1534; 1524; 1182
440; 2023/10/11; 07:28:14; 1515; 2324; 1650; 2467; 2634; 2966; 1997; 1532; 1533; 1525; 1181
441; 2023/10/11; 07:29:15; 1515; 2323; 1650; 2465; 2634; 2967; 1997; 1533; 1534; 1525; 1182
442; 2023/10/11; 07:30:16; 1516; 2323; 1649; 2465; 2634; 2967; 1997; 1532; 1534; 1525; 1182
443; 2023/10/11; 07:31:17; 1515; 2323; 1651; 2465; 2635; 2966; 1997; 1533; 1534; 1525; 1181
444; 2023/10/11; 07:32:18; 1516; 2323; 1649; 2465; 2634; 2967; 1997; 1532; 1533; 1525; 1182
445; 2023/10/11; 07:33:19; 1516; 2323; 1649; 2465; 2635; 2966; 1997; 1532; 1534; 1524; 1182
446; 2023/10/11; 07:34:20; 1515; 2323; 1649; 2465; 2636; 2967; 1997; 1533; 1534; 1525; 1182
447; 2023/10/11; 07:35:21; 1515; 2323; 1650; 2465; 2633; 2966; 1997; 1531; 1535; 1525; 1182
448; 2023/10/11; 07:36:22; 1515; 2322; 1648; 2464; 2634; 2966; 1997; 1533; 1534; 1525; 1181
449; 2023/10/11; 07:37:23; 1515; 2322; 1650; 2465; 2634; 2967; 1997; 1533; 1534; 1525; 1182
450; 2023/10/11; 07:38:24; 1515; 2322; 1649; 2464; 2634; 2966; 1997; 1532; 1534; 1525; 1182
451; 2023/10/11; 07:39:25; 1515; 2322; 1649; 2464; 2634; 2966; 1997; 1533; 1534; 1525; 1181
452; 2023/10/11; 07:40:26; 1514; 2323; 1650; 2466; 2635; 2967; 1997; 1533; 1535; 1525; 1182
453; 2023/10/11; 07:41:27; 1513; 2323; 1650; 2465; 2634; 2966; 1997; 1533; 1534; 1525; 1181
454; 2023/10/11; 07:42:28; 1516; 2322; 1650; 2465; 2635; 2967; 1997; 1533; 1534; 1525; 1181
455; 2023/10/11; 07:43:29; 1516; 2322; 1650; 2464; 2634; 2966; 1997; 1534; 1534; 1526; 1181
456; 2023/10/11; 07:44:30; 1515; 2322; 1650; 2465; 2634; 2965; 1997; 1532; 1534; 1525; 1182
457; 2023/10/11; 07:45:31; 1515; 2322; 1650; 2466; 2635; 2966; 1997; 1533; 1534; 1525; 1181
458; 2023/10/11; 07:46:32; 1513; 2321; 1650; 2465; 2633; 2966; 1997; 1533; 1534; 1526; 1182
459; 2023/10/11; 07:47:33; 1515; 2324; 1651; 2465; 2635; 2966; 1997; 1532; 1534; 1525; 1181
460; 2023/10/11; 07:48:34; 1516; 2323; 1650; 2465; 2634; 2966; 1997; 1534; 1534; 1525; 1181
461; 2023/10/11; 07:49:35; 1515; 2322; 1649; 2465; 2634; 2966; 1997; 1534; 1535; 1526; 1181
462; 2023/10/11; 07:50:36; 1515; 2322; 1651; 2465; 2634; 2966; 1997; 1533; 1534; 1526; 1182
463; 2023/10/11; 07:51:37; 1515; 2324; 1650; 2466; 2634; 2966; 1997; 1534; 1535; 1526; 1182
464; 2023/10/11; 07:52:38; 1515; 2324; 1649; 2465; 2634; 2967; 1997; 1533; 1534; 1525; 1182
465; 2023/10/11; 07:53:39; 1511; 2323; 1650; 2465; 2633; 2966; 1997; 1534; 1535; 1526; 1182
466; 2023/10/11; 07:54:40; 1515; 2323; 1649; 2465; 2634; 2967; 1997; 1533; 1534; 1526; 1182
467; 2023/10/11; 07:55:41; 1514; 2322; 1649; 2465; 2634; 2965; 1997; 1534; 1534; 1526; 1182
468; 2023/10/11; 07:56:42; 1515; 2322; 1650; 2465; 2634; 2966; 1997; 1534; 1534; 1526; 1182
469; 2023/10/11; 07:57:43; 1517; 2324; 1649; 2465; 2635; 2967; 1997; 1532; 1535; 1526; 1182
470; 2023/10/11; 07:58:44; 1515; 2322; 1650; 2464; 2634; 2966; 1997; 1534; 1534; 1526; 1181
471; 2023/10/11; 07:59:45; 1515; 2322; 1649; 2465; 2634; 2966; 1997; 1534; 1535; 1526; 1182
472; 2023/10/11; 08:00:46; 1515; 2321; 1649; 2465; 2633; 2966; 1997; 1535; 1535; 1525; 1182
473; 2023/10/11; 08:01:47; 1515; 2323; 1650; 2465; 2634; 2966; 1997; 1534; 1534; 1526; 1182
474; 2023/10/11; 08:02:48; 1514; 2321; 1651; 2465; 2634; 2966; 1997; 1533; 1535; 1526; 1182
475; 2023/10/11; 08:03:49; 1515; 2323; 1649; 2465; 2634; 2967; 1997; 1534; 1535; 1526; 1181
476; 2023/10/11; 08:04:50; 1515; 2322; 1649; 2464; 2634; 2966; 1997; 1534; 1535; 1526; 1182
477; 2023/10/11; 08:05:51; 1515; 2323; 1650; 2465; 2634; 2966; 1997; 1534; 1535; 1526; 1182
478; 2023/10/11; 08:06:52; 1514; 2322; 1650; 2465; 2634; 2966; 1997; 1534; 1535; 1526; 1182
479; 2023/10/11; 08:07:53; 1515; 2322; 1650; 2465; 2634; 2966; 1997; 1535; 1534; 1527; 1181
480; 2023/10/11; 08:08:54; 1515; 2322; 1649; 2465; 2632; 2966; 1997; 1534; 1534; 1527; 1182
481; 2023/10/11; 08:09:55; 1516; 2322; 1649; 2466; 2634; 2967; 1997; 1534; 1535; 1526; 1182
482; 2023/10/11; 08:10:56; 1514; 2321; 1650; 2465; 2634; 2966; 1997; 1535; 1535; 1526; 1182
483; 2023/10/11; 08:11:57; 1515; 2323; 1650; 2466; 2634; 2965; 1997; 1534; 1535; 1526; 1181
484; 2023/10/11; 08:12:58; 1515; 2322; 1649; 2464; 2633; 2966; 1997; 1534; 1534; 1526; 1182
485; 2023/10/11; 08:13:59; 1515; 2322; 1650; 2465; 2633; 2966; 1997; 1535; 1535; 1526; 1181
486; 2023/10/11; 08:15:00; 1515; 2321; 1651; 2464; 2634; 2966; 1997; 1534; 1535; 1526; 1182
487; 2023/10/11; 08:16:01; 1515; 2323; 1650; 2466; 2634; 2966; 1997; 1534; 1535; 1526; 1182
488; 2023/10/11; 08:17:02; 1515; 2323; 1651; 2465; 2632; 2965; 1997; 1534; 1535; 1526; 1182
489; 2023/10/11; 08:18:03; 1516; 2323; 1649; 2465; 2633; 2966; 1997; 1535; 1535; 1526; 1181
490; 2023/10/11; 08:19:04; 1516; 2323; 1650; 2465; 2634; 2966; 1997; 1534; 1535; 1526; 1182
491; 2023/10/11; 08:20:05; 1515; 2323; 1651; 2466; 2634; 2966; 1997; 1529; 1536; 1526; 1182
492; 2023/10/11; 08:21:06; 1517; 2323; 1650; 2465; 2634; 2967; 1997; 1535; 1535; 1526; 1181
493; 2023/10/11; 08:22:07; 1515; 2321; 1648; 2466; 2633; 2966; 1997; 1535; 1535; 1526; 1181
494; 2023/10/11; 08:23:08; 1515; 2323; 1650; 2466; 2633; 2966; 1997; 1535; 1536; 1527; 1182
495; 2023/10/11; 08:24:09; 1514; 2323; 1649; 2466; 2634; 2967; 1997; 1534; 1535; 1526; 1182
496; 2023/10/11; 08:25:10; 1515; 2321; 1650; 2465; 2633; 2965; 1997; 1535; 1535; 1527; 1181
497; 2023/10/11; 08:26:11; 1515; 2322; 1650; 2465; 2633; 2966; 1997; 1534; 1536; 1527; 1182
498; 2023/10/11; 08:27:12; 1514; 2322; 1649; 2465; 2633; 2966; 1997; 1534; 1535; 1526; 1182
499; 2023/10/11; 08:28:13; 1516; 2324; 1650; 2464; 2634; 2966; 1997; 1535; 1535; 1526; 1182
500; 2023/10/11; 08:29:14; 1515; 2323; 1650; 2465; 2633; 2966; 1997; 1534; 1535; 1526; 1181
501; 2023/10/11; 08:30:15; 1515; 2322; 1650; 2465; 2634; 2966; 1997; 1535; 1535; 1526; 1182
502; 2023/10/11; 08:31:16; 1515; 2323; 1650; 2465; 2633; 2965; 1997; 1534; 1535; 1527; 1182
503; 2023/10/11; 08:32:17; 1516; 2323; 1651; 2465; 2634; 2966; 1997; 1534; 1535; 1527; 1182
504; 2023/10/11; 08:33:18; 1516; 2323; 1649; 2466; 2635; 2967; 1997; 1534; 1535; 1526; 1182
505; 2023/10/11; 08:34:19; 1515; 2323; 1649; 2465; 2634; 2967; 1997; 1534; 1535; 1526; 1181
506; 2023/10/11; 08:35:20; 1516; 2323; 1649; 2465; 2634; 2966; 1997; 1535; 1535; 1527; 1182
507; 2023/10/11; 08:36:21; 1514; 2322; 1651; 2464; 2633; 2965; 1997; 1534; 1536; 1526; 1181
508; 2023/10/11; 08:37:22; 1516; 2323; 1650; 2465; 2633; 2963; 1997; 1535; 1535; 1527; 1182
509; 2023/10/11; 08:38:23; 1516; 2323; 1650; 2465; 2635; 2966; 1998; 1534; 1537; 1527; 1181
510; 2023/10/11; 08:39:24; 1515; 2325; 1649; 2465; 2634; 2967; 1997; 1534; 1535; 1527; 1182
511; 2023/10/11; 08:40:25; 1515; 2322; 1650; 2464; 2633; 2965; 1997; 1534; 1536; 1527; 1182
512; 2023/10/11; 08:41:26; 1516; 2323; 1651; 2465; 2635; 2967; 1997; 1535; 1535; 1526; 1181
513; 2023/10/11; 08:42:27; 1515; 2323; 1649; 2465; 2634; 2967; 1997; 1535; 1536; 1527; 1182
514; 2023/10/11; 08:43:28; 1515; 2323; 1649; 2465; 2634; 2966; 1997; 1534; 1535; 1527; 1182
515; 2023/10/11; 08:44:29; 1515; 2323; 1650; 2464; 2634; 2964; 1997; 1535; 1535; 1526; 1182
516; 2023/10/11; 08:45:30; 1516; 2323; 1648; 2465; 2633; 2967; 1997; 1534; 1535; 1526; 1182
517; 2023/10/11; 08:46:31; 1514; 2322; 1651; 2465; 2633; 2967; 1997; 1534; 1535; 1527; 1181
518; 2023/10/11; 08:47:32; 1514; 2322; 1649; 2465; 2633; 2966; 1997; 1535; 1535; 1527; 1181
519; 2023/10/11; 08:48:33; 1515; 2321; 1650; 2465; 2634; 2965; 1997; 1534; 1536; 1527; 1181
520; 2023/10/11; 08:49:34; 1515; 2323; 1649; 2465; 2634; 2967; 1997; 1534; 1535; 1526; 1182
521; 2023/10/11; 08:50:35; 1517; 2324; 1650; 2465; 2635; 2967; 1998; 1535; 1536; 1527; 1182
522; 2023/10/11; 08:51:36; 1516; 2323; 1649; 2465; 2635; 2966; 1997; 1535; 1536; 1527; 1182
523; 2023/10/11; 08:52:37; 1515; 2322; 1650; 2464; 2633; 2966; 1997; 1534; 1537; 1527; 1181
524; 2023/10/11; 08:53:38; 1514; 2321; 1650; 2465; 2633; 2965; 1997; 1535; 1535; 1527; 1181
525; 2023/10/11; 08:54:39; 1517; 2321; 1650; 2465; 2634; 2967; 1997; 1533; 1537; 1527; 1182
526; 2023/10/11; 08:55:40; 1515; 2323; 1649; 2465; 2635; 2968; 1997; 1534; 1536; 1526; 1182
527; 2023/10/11; 08:56:41; 1514; 2322; 1650; 2464; 2633; 2967; 1997; 1535; 1535; 1526; 1181
528; 2023/10/11; 08:57:42; 1515; 2322; 1649; 2465; 2633; 2966; 1997; 1534; 1535; 1526; 1182
529; 2023/10/11; 08:58:43; 1515; 2323; 1649; 2465; 2632; 2966; 1997; 1534; 1535; 1526; 1182
530; 2023/10/11; 08:59:44; 1515; 2322; 1650; 2464; 2633; 2965; 1997; 1533; 1536; 1527; 1182
531; 2023/10/11; 09:00:45; 1515; 2322; 1650; 2464; 2634; 2966; 1997; 1534; 1536; 1526; 1181
532; 2023/10/11; 09:01:46; 1516; 2323; 1650; 2466; 2633; 2966; 1997; 1534; 1535; 1527; 1181
533; 2023/10/11; 09:02:47; 1515; 2321; 1650; 2467; 2634; 2967; 1997; 1534; 1536; 1527; 1181
534; 2023/10/11; 09:03:48; 1516; 2324; 1650; 2465; 2634; 2967; 1997; 1534; 1536; 1527; 1181
535; 2023/10/11; 09:04:49; 1516; 2324; 1650; 2465; 2633; 2966; 1997; 1534; 1535; 1527; 1181
536; 2023/10/11; 09:05:50; 1515; 2323; 1650; 2466; 2635; 2966; 1997; 1535; 1535; 1527; 1182
537; 2023/10/11; 09:06:51; 1515; 2322; 1650; 2466; 2634; 2966; 1997; 1535; 1535; 1527; 1181
538; 2023/10/11; 09:07:52; 1516; 2323; 1650; 2465; 2634; 2966; 1997; 1535; 1536; 1527; 1182
539; 2023/10/11; 09:08:53; 1515; 2322; 1650; 2464; 2633; 2965; 1997; 1535; 1535; 1527; 1182
540; 2023/10/11; 09:09:54; 1515; 2324; 1650; 2465; 2632; 2966; 1997; 1535; 1536; 1527; 1182
541; 2023/10/11; 09:10:55; 1515; 2325; 1650; 2466; 2634; 2966; 1997; 1535; 1535; 1527; 1182
542; 2023/10/11; 09:11:56; 1514; 2321; 1651; 2464; 2633; 2965; 1997; 1535; 1537; 1527; 1181
543; 2023/10/11; 09:12:57; 1515; 2323; 1648; 2466; 2633; 2965; 1997; 1535; 1536; 1526; 1181
544; 2023/10/11; 09:13:58; 1515; 2322; 1649; 2465; 2635; 2967; 1997; 1535; 1536; 1526; 1182
545; 2023/10/11; 09:14:59; 1515; 2322; 1650; 2465; 2632; 2965; 1997; 1535; 1536; 1527; 1181
546; 2023/10/11; 09:16:00; 1514; 2322; 1650; 2464; 2633; 2966; 1997; 1534; 1536; 1527; 1181
547; 2023/10/11; 09:17:01; 1514; 2321; 1650; 2465; 2633; 2966; 1997; 1535; 1536; 1527; 1182
548; 2023/10/11; 09:18:02; 1515; 2322; 1650; 2466; 2633; 2966; 1997; 1534; 1536; 1527; 1182
549; 2023/10/11; 09:19:03; 1516; 2322; 1650; 2465; 2634; 2967; 1997; 1535; 1536; 1527; 1181
550; 2023/10/11; 09:20:04; 1515; 2322; 1649; 2465; 2632; 2966; 1998; 1535; 1536; 1527; 1182
551; 2023/10/11; 09:21:05; 1516; 2323; 1649; 2466; 2635; 2966; 1997; 1535; 1536; 1527; 1181
552; 2023/10/11; 09:22:06; 1516; 2323; 1650; 2465; 2635; 2967; 1997; 1535; 1537; 1527; 1181
553; 2023/10/11; 09:23:07; 1515; 2322; 1649; 2465; 2633; 2966; 1997; 1535; 1537; 1527; 1182
554; 2023/10/11; 09:24:08; 1515; 2321; 1650; 2465; 2633; 2965; 1997; 1536; 1536; 1527; 1182
555; 2023/10/11; 09:25:09; 1514; 2322; 1648; 2465; 2632; 2965; 1997; 1535; 1537; 1527; 1181
556; 2023/10/11; 09:26:10; 1516; 2323; 1650; 2464; 2634; 2965; 1997; 1535; 1536; 1526; 1181
557; 2023/10/11; 09:27:11; 1515; 2321; 1650; 2466; 2633; 2966; 1997; 1534; 1536; 1527; 1182
558; 2023/10/11; 09:28:12; 1514; 2323; 1649; 2465; 2634; 2966; 1997; 1535; 1536; 1528; 1181
559; 2023/10/11; 09:29:13; 1515; 2323; 1650; 2465; 2634; 2966; 1997; 1535; 1536; 1528; 1181
560; 2023/10/11; 09:30:14; 1516; 2322; 1649; 2464; 2634; 2966; 1997; 1535; 1536; 1527; 1182
561; 2023/10/11; 09:31:15; 1514; 2322; 1649; 2465; 2632; 2966; 1997; 1535; 1536; 1527; 1182
562; 2023/10/11; 09:32:16; 1513; 2322; 1651; 2464; 2634; 2966; 1997; 1535; 1535; 1527; 1182
563; 2023/10/11; 09:33:17; 1515; 2321; 1649; 2465; 2633; 2966; 1997; 1536; 1535; 1528; 1181
564; 2023/10/11; 09:34:18; 1515; 2322; 1649; 2464; 2633; 2966; 1997; 1535; 1536; 1528; 1181
565; 2023/10/11; 09:35:19; 1514; 2322; 1649; 2465; 2632; 2965; 1997; 1535; 1536; 1528; 1181
566; 2023/10/11; 09:36:20; 1515; 2323; 1650; 2465; 2633; 2966; 1997; 1535; 1537; 1527; 1181
567; 2023/10/11; 09:37:21; 1515; 2322; 1650; 2465; 2633; 2966; 1997; 1536; 1536; 1528; 1182
568; 2023/10/11; 09:38:22; 1516; 2323; 1650; 2465; 2634; 2967; 1997; 1535; 1537; 1527; 1182
569; 2023/10/11; 09:39:23; 1515; 2322; 1649; 2465; 2632; 2966; 1997; 1536; 1537; 1528; 1182
570; 2023/10/11; 09:40:24; 1515; 2322; 1649; 2465; 2634; 2966; 1997; 1535; 1537; 1528; 1181
571; 2023/10/11; 09:41:25; 1514; 2321; 1649; 2465; 2633; 2966; 1997; 1535; 1537; 1528; 1182
572; 2023/10/11; 09:42:26; 1514; 2322; 1650; 2465; 2632; 2966; 1997; 1535; 1537; 1528; 1182
573; 2023/10/11; 09:43:27; 1515; 2323; 1649; 2465; 2634; 2966; 1997; 1536; 1535; 1528; 1181
574; 2023/10/11; 09:44:28; 1516; 2323; 1649; 2465; 2633; 2966; 1997; 1535; 1536; 1527; 1182
575; 2023/10/11; 09:45:29; 1515; 2323; 1648; 2465; 2633; 2966; 1997; 1535; 1536; 1528; 1182
576; 2023/10/11; 09:46:30; 1515; 2322; 1648; 2464; 2633; 2965; 1997; 1535; 1537; 1528; 1181
577; 2023/10/11; 09:47:31; 1514; 2321; 1649; 2465; 2632; 2966; 1997; 1535; 1536; 1528; 1181
578; 2023/10/11; 09:48:32; 1515; 2322; 1649; 2464; 2632; 2965; 1997; 1535; 1536; 1528; 1181
579; 2023/10/11; 09:49:33; 1516; 2322; 1649; 2464; 2634; 2965; 1997; 1535; 1536; 1528; 1182
580; 2023/10/11; 09:50:34; 1515; 2322; 1649; 2465; 2634; 2966; 1997; 1535; 1537; 1527; 1181
581; 2023/10/11; 09:51:35; 1515; 2323; 1650; 2465; 2633; 2965; 1997; 1535; 1536; 1527; 1182
582; 2023/10/11; 09:52:36; 1515; 2323; 1650; 2465; 2634; 2966; 1997; 1535; 1536; 1528; 1181
583; 2023/10/11; 09:53:37; 1515; 2322; 1650; 2465; 2634; 2965; 1997; 1535; 1537; 1528; 1182
584; 2023/10/11; 09:54:38; 1515; 2323; 1650; 2465; 2633; 2965; 1997; 1535; 1536; 1528; 1181
585; 2023/10/11; 09:55:39; 1515; 2322; 1650; 2466; 2633; 2966; 1997; 1535; 1537; 1528; 1181
586; 2023/10/11; 09:56:40; 1515; 2323; 1650; 2465; 2634; 2966; 1997; 1534; 1537; 1527; 1182
587; 2023/10/11; 09:57:41; 1515; 2322; 1650; 2465; 2633; 2965; 1997; 1534; 1536; 1527; 1181
588; 2023/10/11; 09:58:42; 1514; 2321; 1649; 2465; 2633; 2965; 1997; 1535; 1537; 1528; 1181
589; 2023/10/11; 09:59:43; 1515; 2322; 1649; 2465; 2633; 2966; 1997; 1535; 1537; 1527; 1182
590; 2023/10/11; 10:00:44; 1515; 2323; 1649; 2465; 2634; 2966; 1997; 1535; 1536; 1528; 1181
591; 2023/10/11; 10:01:45; 1515; 2322; 1650; 2466; 2634; 2966; 1997; 1535; 1537; 1528; 1181
592; 2023/10/11; 10:02:46; 1515; 2323; 1650; 2465; 2633; 2966; 1997; 1535; 1537; 1528; 1181
593; 2023/10/11; 10:03:47; 1514; 2323; 1649; 2465; 2633; 2966; 1997; 1535; 1537; 1528; 1181
594; 2023/10/11; 10:04:48; 1516; 2323; 1649; 2465; 2634; 2966; 1997; 1535; 1537; 1528; 1181
595; 2023/10/11; 10:05:49; 1515; 2322; 1649; 2465; 2633; 2966; 1997; 1535; 1537; 1528; 1182
596; 2023/10/11; 10:06:50; 1515; 2322; 1649; 2465; 2634; 2966; 1997; 1535; 1537; 1528; 1181
597; 2023/10/11; 10:07:51; 1515; 2322; 1650; 2465; 2633; 2965; 1997; 1535; 1537; 1528; 1181
598; 2023/10/11; 10:08:52; 1515; 2322; 1650; 2464; 2633; 2965; 1997; 1535; 1537; 1527; 1182
599; 2023/10/11; 10:09:53; 1515; 2321; 1649; 2464; 2633; 2966; 1997; 1535; 1536; 1528; 1181
600; 2023/10/11; 10:10:54; 1515; 2322; 1649; 2465; 2633; 2966; 1997; 1535; 1537; 1527; 1181
601; 2023/10/11; 10:11:55; 1515; 2323; 1650; 2466; 2633; 2966; 1997; 1534; 1537; 1528; 1182
602; 2023/10/11; 10:12:56; 1514; 2322; 1649; 2465; 2633; 2965; 1997; 1535; 1536; 1527; 1182
603; 2023/10/11; 10:13:57; 1515; 2322; 1649; 2464; 2633; 2966; 1997; 1535; 1537; 1528; 1182
604; 2023/10/11; 10:14:58; 1515; 2323; 1649; 2465; 2633; 2965; 1997; 1534; 1537; 1528; 1181
605; 2023/10/11; 10:15:59; 1515; 2322; 1650; 2465; 2633; 2965; 1997; 1534; 1537; 1528; 1181
606; 2023/10/11; 10:17:00; 1514; 2323; 1649; 2465; 2634; 2966; 1997; 1534; 1536; 1528; 1182
607; 2023/10/11; 10:18:01; 1515; 2322; 1649; 2464; 2633; 2965; 1997; 1535; 1536; 1527; 1181
608; 2023/10/11; 10:19:02; 1514; 2323; 1649; 2465; 2633; 2966; 1997; 1535; 1537; 1527; 1182
609; 2023/10/11; 10:20:03; 1514; 2322; 1650; 2465; 2634; 2966; 1997; 1535; 1536; 1528; 1181
610; 2023/10/11; 10:21:04; 1515; 2320; 1650; 2465; 2633; 2966; 1997; 1535; 1537; 1528; 1182
611; 2023/10/11; 10:22:05; 1515; 2323; 1651; 2466; 2633; 2966; 1997; 1535; 1540; 1527; 1181
612; 2023/10/11; 10:23:06; 1515; 2322; 1650; 2464; 2633; 2965; 1997; 1534; 1544; 1527; 1182
613; 2023/10/11; 10:24:07; 1515; 2322; 1649; 2465; 2633; 2965; 1997; 1536; 1545; 1529; 1182
614; 2023/10/11; 10:25:08; 1515; 2323; 1650; 2466; 2634; 2966; 1997; 1536; 1548; 1528; 1182
615; 2023/10/11; 10:26:09; 1515; 2322; 1650; 2465; 2633; 2965; 1997; 1536; 1551; 1527; 1182
616; 2023/10/11; 10:27:10; 1514; 2321; 1651; 2464; 2633; 2965; 1997; 1537; 1553; 1527; 1182
617; 2023/10/11; 10:28:11; 1515; 2323; 1649; 2466; 2634; 2966; 1997; 1539; 1555; 1529; 1181
618; 2023/10/11; 10:29:12; 1515; 2322; 1650; 2465; 2634; 2966; 1997; 1538; 1557; 1528; 1181
619; 2023/10/11; 10:30:13; 1515; 2321; 1650; 2466; 2634; 2966; 1997; 1539; 1559; 1528; 1182
620; 2023/10/11; 10:31:14; 1514; 2322; 1650; 2465; 2634; 2966; 1997; 1540; 1561; 1528; 1182
621; 2023/10/11; 10:32:15; 1517; 2324; 1650; 2465; 2636; 2966; 1997; 1541; 1564; 1528; 1181
622; 2023/10/11; 10:33:16; 1515; 2323; 1650; 2465; 2634; 2966; 1997; 1542; 1565; 1528; 1182
623; 2023/10/11; 10:34:17; 1515; 2321; 1649; 2465; 2634; 2967; 1997; 1543; 1567; 1529; 1182
624; 2023/10/11; 10:35:18; 1516; 2322; 1650; 2465; 2635; 2967; 1997; 1545; 1569; 1530; 1182
625; 2023/10/11; 10:36:19; 1515; 2323; 1650; 2465; 2634; 2966; 1997; 1544; 1571; 1530; 1182
626; 2023/10/11; 10:37:20; 1515; 2323; 1649; 2465; 2635; 2966; 1997; 1545; 1571; 1530; 1181
627; 2023/10/11; 10:38:21; 1515; 2321; 1650; 2465; 2634; 2967; 1997; 1545; 1569; 1531; 1182
628; 2023/10/11; 10:39:22; 1515; 2322; 1650; 2464; 2634; 2966; 1997; 1547; 1568; 1531; 1181
629; 2023/10/11; 10:40:23; 1516; 2323; 1649; 2466; 2634; 2967; 1997; 1547; 1568; 1532; 1182
630; 2023/10/11; 10:41:24; 1513; 2322; 1649; 2465; 2635; 2966; 1997; 1548; 1567; 1532; 1182
631; 2023/10/11; 10:42:25; 1514; 2322; 1650; 2465; 2634; 2967; 1997; 1549; 1566; 1533; 1181
632; 2023/10/11; 10:43:26; 1513; 2323; 1649; 2465; 2634; 2967; 1997; 1548; 1566; 1533; 1182
633; 2023/10/11; 10:44:27; 1515; 2323; 1650; 2465; 2634; 2966; 1997; 1550; 1565; 1534; 1182
634; 2023/10/11; 10:45:28; 1515; 2322; 1650; 2465; 2634; 2966; 1997; 1549; 1565; 1535; 1182
635; 2023/10/11; 10:46:29; 1515; 2324; 1649; 2466; 2635; 2966; 1997; 1550; 1565; 1535; 1182
636; 2023/10/11; 10:47:30; 1517; 2324; 1649; 2466; 2635; 2967; 1997; 1550; 1563; 1535; 1182
637; 2023/10/11; 10:48:31; 1516; 2323; 1650; 2465; 2635; 2966; 1997; 1550; 1564; 1535; 1181
638; 2023/10/11; 10:49:32; 1515; 2321; 1649; 2465; 2634; 2966; 1997; 1551; 1563; 1536; 1182
639; 2023/10/11; 10:50:33; 1515; 2323; 1649; 2465; 2634; 2966; 1997; 1551; 1562; 1535; 1182
640; 2023/10/11; 10:51:34; 1516; 2323; 1649; 2465; 2634; 2966; 1997; 1551; 1563; 1537; 1182
641; 2023/10/11; 10:52:35; 1515; 2322; 1649; 2466; 2634; 2966; 1997; 1552; 1562; 1537; 1182
642; 2023/10/11; 10:53:36; 1515; 2322; 1648; 2466; 2634; 2966; 1997; 1552; 1562; 1537; 1182
643; 2023/10/11; 10:54:37; 1514; 2322; 1648; 2465; 2633; 2965; 1997; 1552; 1562; 1538; 1182
644; 2023/10/11; 10:55:38; 1513; 2322; 1650; 2465; 2632; 2965; 1997; 1553; 1561; 1537; 1182
645; 2023/10/11; 10:56:39; 1515; 2322; 1650; 2465; 2633; 2965; 1997; 1553; 1560; 1539; 1182
646; 2023/10/11; 10:57:40; 1515; 2323; 1648; 2466; 2634; 2965; 1997; 1552; 1561; 1539; 1181
647; 2023/10/11; 10:58:41; 1515; 2321; 1650; 2465; 2633; 2965; 1997; 1553; 1560; 1539; 1182
648; 2023/10/11; 10:59:42; 1515; 2323; 1649; 2465; 2634; 2966; 1997; 1553; 1560; 1540; 1182
649; 2023/10/11; 11:00:43; 1514; 2323; 1649; 2465; 2633; 2965; 1998; 1553; 1559; 1540; 1181
650; 2023/10/11; 11:01:44; 1515; 2322; 1649; 2465; 2633; 2965; 1997; 1553; 1559; 1540; 1182
651; 2023/10/11; 11:02:45; 1515; 2320; 1650; 2465; 2632; 2965; 1997; 1554; 1559; 1540; 1182
