Line; Date; Time; POT1 ; POT2 ; POT3 ; POT4 ; POT5 ; POT6 ; POTref ; PT1 ; PT2 ; PT3 ; PTref
652; 2023/10/11; 11:03:46; 1515; 2322; 1649; 2465; 2633; 2965; 1997; 1553; 1558; 1540; 1182
653; 2023/10/11; 11:04:47; 1515; 2323; 1649; 2465; 2633; 2965; 1997; 1553; 1559; 1540; 1181
654; 2023/10/11; 11:05:48; 1514; 2323; 1650; 2465; 2634; 2965; 1997; 1553; 1558; 1541; 1182
655; 2023/10/11; 11:06:49; 1515; 2320; 1649; 2465; 2633; 2965; 1997; 1553; 1558; 1540; 1182
656; 2023/10/11; 11:07:50; 1514; 2322; 1649; 2465; 2634; 2965; 1997; 1554; 1558; 1540; 1182
657; 2023/10/11; 11:08:51; 1516; 2322; 1650; 2465; 2634; 2966; 1997; 1553; 1557; 1540; 1182
658; 2023/10/11; 11:09:52; 1515; 2322; 1649; 2466; 2633; 2965; 1997; 1553; 1557; 1541; 1182
659; 2023/10/11; 11:10:53; 1514; 2322; 1650; 2465; 2633; 2965; 1997; 1552; 1558; 1541; 1182
660; 2023/10/11; 11:11:54; 1515; 2322; 1649; 2466; 2633; 2965; 1998; 1552; 1557; 1541; 1182
661; 2023/10/11; 11:12:55; 1515; 2321; 1649; 2465; 2633; 2965; 1997; 1552; 1557; 1541; 1182
662; 2023/10/11; 11:13:56; 1514; 2322; 1649; 2465; 2632; 2965; 1997; 1552; 1557; 1541; 1182
663; 2023/10/11; 11:14:57; 1516; 2323; 1650; 2466; 2633; 2965; 1997; 1552; 1557; 1541; 1181
664; 2023/10/11; 11:15:58; 1516; 2323; 1650; 2465; 2633; 2965; 1997; 1553; 1557; 1541; 1182
665; 2023/10/11; 11:16:59; 1515; 2322; 1649; 2466; 2633; 2965; 1997; 1552; 1556; 1541; 1182
666; 2023/10/11; 11:18:00; 1515; 2320; 1649; 2465; 2633; 2965; 1997; 1552; 1557; 1541; 1182
667; 2023/10/11; 11:19:01; 1514; 2321; 1649; 2465; 2632; 2964; 1997; 1552; 1556; 1541; 1182
668; 2023/10/11; 11:20:02; 1515; 2322; 1649; 2465; 2633; 2965; 1997; 1552; 1557; 1541; 1182
669; 2023/10/11; 11:21:03; 1515; 2322; 1649; 2465; 2633; 2965; 1997; 1551; 1556; 1541; 1182
670; 2023/10/11; 11:22:04; 1515; 2322; 1649; 2465; 2633; 2965; 1997; 1551; 1555; 1542; 1182
671; 2023/10/11; 11:23:05; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1551; 1556; 1541; 1182
672; 2023/10/11; 11:24:06; 1515; 2323; 1649; 2466; 2632; 2965; 1998; 1551; 1555; 1541; 1182
673; 2023/10/11; 11:25:07; 1514; 2322; 1649; 2465; 2633; 2965; 1997; 1551; 1556; 1541; 1181
674; 2023/10/11; 11:26:08; 1514; 2322; 1649; 2465; 2633; 2965; 1997; 1551; 1555; 1541; 1182
675; 2023/10/11; 11:27:09; 1515; 2322; 1648; 2465; 2632; 2965; 1997; 1551; 1555; 1541; 1182
676; 2023/10/11; 11:28:10; 1515; 2321; 1648; 2465; 2632; 2964; 1997; 1550; 1555; 1541; 1182
677; 2023/10/11; 11:29:11; 1515; 2321; 1649; 2465; 2632; 2964; 1998; 1550; 1555; 1541; 1182
678; 2023/10/11; 11:30:12; 1514; 2322; 1650; 2465; 2633; 2965; 1997; 1551; 1554; 1541; 1181
679; 2023/10/11; 11:31:13; 1515; 2321; 1649; 2465; 2632; 2965; 1997; 1549; 1554; 1541; 1182
680; 2023/10/11; 11:32:14; 1515; 2322; 1649; 2465; 2632; 2965; 1997; 1551; 1554; 1541; 1181
681; 2023/10/11; 11:33:15; 1514; 2322; 1649; 2465; 2632; 2964; 1997; 1550; 1554; 1541; 1182
682; 2023/10/11; 11:34:16; 1515; 2321; 1649; 2465; 2632; 2964; 1997; 1549; 1555; 1541; 1182
683; 2023/10/11; 11:35:17; 1515; 2322; 1649; 2465; 2633; 2965; 1997; 1550; 1554; 1541; 1182
684; 2023/10/11; 11:36:18; 1515; 2321; 1649; 2465; 2633; 2964; 1997; 1549; 1554; 1541; 1182
685; 2023/10/11; 11:37:19; 1515; 2322; 1650; 2465; 2632; 2965; 1997; 1550; 1553; 1541; 1181
686; 2023/10/11; 11:38:20; 1515; 2322; 1649; 2465; 2632; 2964; 1997; 1550; 1553; 1540; 1182
687; 2023/10/11; 11:39:21; 1515; 2324; 1649; 2465; 2633; 2964; 1997; 1549; 1553; 1540; 1182
688; 2023/10/11; 11:40:22; 1515; 2323; 1649; 2465; 2633; 2965; 1997; 1549; 1554; 1540; 1182
689; 2023/10/11; 11:41:23; 1515; 2321; 1649; 2465; 2633; 2964; 1997; 1549; 1554; 1540; 1182
690; 2023/10/11; 11:42:24; 1515; 2322; 1649; 2465; 2632; 2964; 1997; 1549; 1553; 1540; 1181
691; 2023/10/11; 11:43:25; 1515; 2322; 1649; 2465; 2632; 2965; 1997; 1549; 1554; 1540; 1181
692; 2023/10/11; 11:44:26; 1515; 2323; 1649; 2466; 2633; 2965; 1997; 1549; 1553; 1540; 1181
693; 2023/10/11; 11:45:27; 1515; 2322; 1649; 2466; 2633; 2965; 1997; 1549; 1552; 1540; 1182
694; 2023/10/11; 11:46:28; 1515; 2322; 1650; 2466; 2633; 2964; 1997; 1549; 1552; 1540; 1182
695; 2023/10/11; 11:47:29; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1549; 1552; 1539; 1182
696; 2023/10/11; 11:48:30; 1513; 2322; 1650; 2465; 2632; 2964; 1997; 1548; 1552; 1539; 1182
697; 2023/10/11; 11:49:31; 1515; 2321; 1649; 2465; 2632; 2964; 1997; 1549; 1551; 1539; 1182
698; 2023/10/11; 11:50:32; 1515; 2322; 1650; 2465; 2633; 2964; 1997; 1548; 1552; 1539; 1182
699; 2023/10/11; 11:51:33; 1515; 2322; 1649; 2465; 2633; 2965; 1997; 1548; 1552; 1539; 1182
700; 2023/10/11; 11:52:34; 1516; 2322; 1649; 2465; 2633; 2965; 1997; 1548; 1552; 1539; 1182
701; 2023/10/11; 11:53:35; 1514; 2322; 1649; 2465; 2632; 2964; 1997; 1549; 1552; 1539; 1182
702; 2023/10/11; 11:54:36; 1515; 2322; 1649; 2465; 2633; 2965; 1997; 1548; 1552; 1539; 1182
703; 2023/10/11; 11:55:37; 1515; 2322; 1649; 2465; 2632; 2964; 1997; 1548; 1552; 1539; 1181
704; 2023/10/11; 11:56:38; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1548; 1552; 1539; 1182
705; 2023/10/11; 11:57:39; 1515; 2323; 1648; 2465; 2633; 2964; 1997; 1547; 1552; 1539; 1182
706; 2023/10/11; 11:58:40; 1515; 2322; 1650; 2465; 2633; 2964; 1997; 1547; 1552; 1539; 1182
707; 2023/10/11; 11:59:41; 1515; 2322; 1650; 2465; 2633; 2965; 1998; 1547; 1551; 1539; 1182
708; 2023/10/11; 12:00:42; 1515; 2322; 1649; 2465; 2632; 2964; 1997; 1548; 1551; 1539; 1182
709; 2023/10/11; 12:01:43; 1514; 2322; 1650; 2464; 2633; 2964; 1997; 1547; 1551; 1538; 1182
710; 2023/10/11; 12:02:44; 1515; 2322; 1650; 2465; 2633; 2964; 1997; 1546; 1551; 1539; 1181
711; 2023/10/11; 12:03:45; 1515; 2321; 1649; 2465; 2632; 2964; 1997; 1547; 1551; 1538; 1182
712; 2023/10/11; 12:04:46; 1514; 2322; 1649; 2465; 2632; 2964; 1997; 1546; 1550; 1538; 1181
713; 2023/10/11; 12:05:47; 1515; 2323; 1649; 2465; 2634; 2964; 1997; 1547; 1551; 1538; 1181
714; 2023/10/11; 12:06:48; 1515; 2321; 1650; 2465; 2633; 2965; 1997; 1547; 1551; 1538; 1182
715; 2023/10/11; 12:07:49; 1515; 2322; 1650; 2466; 2633; 2965; 1997; 1547; 1550; 1538; 1182
716; 2023/10/11; 12:08:50; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1546; 1550; 1538; 1181
717; 2023/10/11; 12:09:51; 1514; 2322; 1650; 2465; 2633; 2964; 1997; 1547; 1550; 1538; 1181
718; 2023/10/11; 12:10:52; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1547; 1550; 1538; 1181
719; 2023/10/11; 12:11:53; 1515; 2323; 1648; 2465; 2633; 2965; 1997; 1546; 1550; 1538; 1181
720; 2023/10/11; 12:12:54; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1547; 1550; 1538; 1182
721; 2023/10/11; 12:13:55; 1515; 2322; 1650; 2465; 2633; 2964; 1997; 1546; 1550; 1537; 1181
722; 2023/10/11; 12:14:56; 1514; 2323; 1649; 2465; 2633; 2964; 1997; 1546; 1549; 1538; 1182
723; 2023/10/11; 12:15:57; 1514; 2322; 1649; 2465; 2632; 2964; 1997; 1546; 1550; 1538; 1182
724; 2023/10/11; 12:16:58; 1515; 2322; 1650; 2466; 2633; 2965; 1997; 1546; 1549; 1538; 1182
725; 2023/10/11; 12:17:59; 1515; 2321; 1650; 2465; 2633; 2964; 1997; 1547; 1549; 1538; 1182
726; 2023/10/11; 12:19:00; 1515; 2322; 1649; 2465; 2633; 2965; 1997; 1546; 1549; 1538; 1182
727; 2023/10/11; 12:20:01; 1515; 2322; 1649; 2464; 2632; 2964; 1997; 1546; 1549; 1537; 1182
728; 2023/10/11; 12:21:02; 1515; 2321; 1650; 2465; 2633; 2964; 1997; 1546; 1549; 1537; 1181
729; 2023/10/11; 12:22:03; 1514; 2321; 1648; 2465; 2633; 2964; 1997; 1546; 1549; 1537; 1182
730; 2023/10/11; 12:23:04; 1515; 2323; 1649; 2465; 2633; 2964; 1997; 1546; 1549; 1538; 1182
731; 2023/10/11; 12:24:05; 1515; 2322; 1650; 2465; 2632; 2964; 1997; 1546; 1549; 1537; 1182
732; 2023/10/11; 12:25:06; 1515; 2322; 1649; 2464; 2633; 2964; 1997; 1546; 1549; 1538; 1182
733; 2023/10/11; 12:26:07; 1514; 2322; 1649; 2465; 2634; 2964; 1997; 1546; 1549; 1537; 1181
734; 2023/10/11; 12:27:08; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1546; 1549; 1537; 1181
735; 2023/10/11; 12:28:09; 1515; 2321; 1649; 2465; 2633; 2964; 1997; 1546; 1549; 1537; 1181
736; 2023/10/11; 12:29:10; 1515; 2323; 1649; 2465; 2632; 2964; 1997; 1546; 1549; 1537; 1181
737; 2023/10/11; 12:30:11; 1515; 2322; 1649; 2465; 2633; 2963; 1997; 1546; 1549; 1537; 1182
738; 2023/10/11; 12:31:12; 1515; 2322; 1648; 2465; 2633; 2964; 1997; 1546; 1548; 1537; 1182
739; 2023/10/11; 12:32:13; 1515; 2321; 1649; 2465; 2633; 2964; 1997; 1545; 1548; 1537; 1182
740; 2023/10/11; 12:33:14; 1515; 2322; 1649; 2464; 2632; 2964; 1997; 1545; 1548; 1537; 1182
741; 2023/10/11; 12:34:15; 1515; 2322; 1649; 2465; 2632; 2964; 1997; 1546; 1549; 1537; 1181
742; 2023/10/11; 12:35:16; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1545; 1548; 1537; 1182
743; 2023/10/11; 12:36:17; 1515; 2321; 1649; 2465; 2633; 2964; 1997; 1546; 1548; 1537; 1182
744; 2023/10/11; 12:37:18; 1514; 2322; 1649; 2465; 2632; 2964; 1997; 1545; 1548; 1537; 1182
745; 2023/10/11; 12:38:19; 1515; 2322; 1649; 2465; 2632; 2963; 1997; 1546; 1548; 1537; 1181
746; 2023/10/11; 12:39:20; 1515; 2323; 1650; 2466; 2633; 2964; 1997; 1545; 1548; 1537; 1182
747; 2023/10/11; 12:40:21; 1515; 2322; 1649; 2466; 2633; 2964; 1997; 1545; 1548; 1537; 1181
748; 2023/10/11; 12:41:22; 1514; 2321; 1649; 2465; 2633; 2964; 1997; 1545; 1549; 1537; 1182
749; 2023/10/11; 12:42:23; 1515; 2322; 1649; 2465; 2634; 2964; 1997; 1545; 1549; 1536; 1182
750; 2023/10/11; 12:43:24; 1515; 2322; 1649; 2465; 2633; 2965; 1997; 1546; 1548; 1537; 1181
751; 2023/10/11; 12:44:25; 1515; 2322; 1650; 2465; 2633; 2964; 1997; 1545; 1547; 1537; 1182
752; 2023/10/11; 12:45:26; 1515; 2323; 1649; 2465; 2634; 2964; 1997; 1545; 1548; 1536; 1182
753; 2023/10/11; 12:46:27; 1515; 2322; 1649; 2465; 2632; 2963; 1997; 1545; 1548; 1537; 1182
754; 2023/10/11; 12:47:28; 1515; 2322; 1649; 2465; 2632; 2964; 1997; 1546; 1548; 1537; 1181
755; 2023/10/11; 12:48:29; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1545; 1548; 1536; 1182
756; 2023/10/11; 12:49:30; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1544; 1548; 1537; 1182
757; 2023/10/11; 12:50:31; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1545; 1547; 1536; 1182
758; 2023/10/11; 12:51:32; 1514; 2321; 1649; 2466; 2632; 2964; 1997; 1545; 1547; 1536; 1181
759; 2023/10/11; 12:52:33; 1515; 2322; 1649; 2465; 2633; 2965; 1997; 1545; 1548; 1537; 1182
760; 2023/10/11; 12:53:34; 1515; 2321; 1650; 2464; 2633; 2964; 1997; 1544; 1547; 1536; 1181
761; 2023/10/11; 12:54:35; 1516; 2322; 1649; 2465; 2633; 2964; 1997; 1545; 1548; 1536; 1182
762; 2023/10/11; 12:55:36; 1514; 2322; 1650; 2465; 2632; 2965; 1998; 1544; 1547; 1536; 1181
763; 2023/10/11; 12:56:37; 1516; 2323; 1649; 2466; 2633; 2965; 1997; 1544; 1547; 1535; 1182
764; 2023/10/11; 12:57:38; 1515; 2323; 1649; 2465; 2633; 2964; 1997; 1545; 1546; 1536; 1181
765; 2023/10/11; 12:58:39; 1514; 2322; 1650; 2464; 2633; 2964; 1997; 1544; 1547; 1536; 1182
766; 2023/10/11; 12:59:40; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1544; 1547; 1536; 1181
767; 2023/10/11; 13:00:41; 1515; 2321; 1649; 2465; 2633; 2965; 1997; 1545; 1547; 1535; 1182
768; 2023/10/11; 13:01:42; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1544; 1547; 1536; 1182
769; 2023/10/11; 13:02:43; 1515; 2322; 1649; 2465; 2632; 2964; 1997; 1545; 1546; 1535; 1182
770; 2023/10/11; 13:03:44; 1514; 2322; 1649; 2465; 2632; 2964; 1997; 1544; 1547; 1535; 1181
771; 2023/10/11; 13:04:45; 1514; 2322; 1649; 2465; 2633; 2964; 1997; 1544; 1547; 1535; 1182
772; 2023/10/11; 13:05:46; 1514; 2322; 1649; 2465; 2633; 2964; 1997; 1544; 1546; 1535; 1182
773; 2023/10/11; 13:06:47; 1515; 2323; 1649; 2465; 2633; 2964; 1997; 1544; 1546; 1535; 1181
774; 2023/10/11; 13:07:48; 1514; 2322; 1650; 2464; 2633; 2964; 1997; 1543; 1547; 1535; 1181
775; 2023/10/11; 13:08:49; 1514; 2322; 1648; 2465; 2633; 2964; 1997; 1543; 1547; 1535; 1182
776; 2023/10/11; 13:09:50; 1515; 2323; 1649; 2465; 2633; 2964; 1997; 1543; 1547; 1535; 1181
777; 2023/10/11; 13:10:51; 1515; 2322; 1649; 2464; 2633; 2964; 1997; 1543; 1546; 1535; 1182
778; 2023/10/11; 13:11:52; 1515; 2321; 1650; 2465; 2633; 2964; 1997; 1543; 1546; 1535; 1182
779; 2023/10/11; 13:12:53; 1515; 2322; 1650; 2465; 2633; 2964; 1997; 1543; 1546; 1535; 1182
780; 2023/10/11; 13:13:54; 1515; 2322; 1650; 2464; 2633; 2964; 1997; 1543; 1547; 1535; 1182
781; 2023/10/11; 13:14:55; 1515; 2321; 1649; 2465; 2633; 2963; 1997; 1543; 1546; 1535; 1181
782; 2023/10/11; 13:15:56; 1515; 2322; 1650; 2465; 2632; 2964; 1997; 1543; 1546; 1535; 1182
783; 2023/10/11; 13:16:57; 1514; 2322; 1649; 2464; 2633; 2964; 1997; 1543; 1546; 1535; 1182
784; 2023/10/11; 13:17:58; 1515; 2323; 1649; 2464; 2633; 2964; 1997; 1543; 1546; 1535; 1181
785; 2023/10/11; 13:18:59; 1515; 2321; 1649; 2465; 2632; 2963; 1997; 1542; 1546; 1534; 1181
786; 2023/10/11; 13:20:00; 1515; 2322; 1650; 2464; 2632; 2964; 1997; 1543; 1546; 1534; 1181
787; 2023/10/11; 13:21:01; 1515; 2322; 1649; 2465; 2633; 2965; 1997; 1543; 1546; 1534; 1181
788; 2023/10/11; 13:22:02; 1515; 2321; 1649; 2465; 2633; 2963; 1997; 1542; 1546; 1534; 1181
789; 2023/10/11; 13:23:03; 1514; 2322; 1650; 2465; 2633; 2964; 1997; 1541; 1545; 1533; 1181
790; 2023/10/11; 13:24:04; 1515; 2323; 1650; 2465; 2632; 2964; 1997; 1542; 1546; 1534; 1181
791; 2023/10/11; 13:25:05; 1515; 2323; 1650; 2465; 2633; 2964; 1997; 1541; 1546; 1534; 1182
792; 2023/10/11; 13:26:06; 1515; 2322; 1648; 2465; 2633; 2964; 1997; 1543; 1545; 1534; 1182
793; 2023/10/11; 13:27:07; 1515; 2322; 1649; 2465; 2633; 2963; 1997; 1542; 1546; 1534; 1181
794; 2023/10/11; 13:28:08; 1514; 2322; 1649; 2465; 2632; 2963; 1997; 1543; 1545; 1533; 1182
795; 2023/10/11; 13:29:09; 1515; 2322; 1650; 2465; 2633; 2964; 1997; 1541; 1544; 1533; 1182
796; 2023/10/11; 13:30:10; 1515; 2323; 1650; 2465; 2633; 2963; 1997; 1541; 1545; 1533; 1182
797; 2023/10/11; 13:31:11; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1542; 1546; 1533; 1182
798; 2023/10/11; 13:32:12; 1515; 2323; 1649; 2465; 2633; 2964; 1997; 1541; 1545; 1533; 1182
799; 2023/10/11; 13:33:13; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1541; 1545; 1534; 1181
800; 2023/10/11; 13:34:14; 1515; 2321; 1649; 2465; 2633; 2964; 1997; 1541; 1544; 1533; 1182
801; 2023/10/11; 13:35:15; 1515; 2322; 1649; 2465; 2633; 2965; 1997; 1542; 1545; 1533; 1182
802; 2023/10/11; 13:36:16; 1514; 2322; 1649; 2465; 2633; 2964; 1997; 1542; 1544; 1533; 1182
803; 2023/10/11; 13:37:17; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1542; 1545; 1533; 1182
804; 2023/10/11; 13:38:18; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1541; 1545; 1533; 1182
805; 2023/10/11; 13:39:19; 1514; 2322; 1649; 2464; 2633; 2964; 1997; 1541; 1545; 1533; 1182
806; 2023/10/11; 13:40:20; 1515; 2322; 1649; 2465; 2633; 2963; 1997; 1541; 1544; 1533; 1181
807; 2023/10/11; 13:41:21; 1514; 2323; 1649; 2465; 2633; 2964; 1997; 1541; 1544; 1533; 1181
808; 2023/10/11; 13:42:22; 1514; 2322; 1649; 2465; 2633; 2963; 1997; 1542; 1544; 1533; 1182
809; 2023/10/11; 13:43:23; 1515; 2322; 1649; 2465; 2633; 2963; 1997; 1542; 1544; 1534; 1181
810; 2023/10/11; 13:44:24; 1514; 2322; 1649; 2465; 2633; 2964; 1997; 1541; 1544; 1532; 1182
811; 2023/10/11; 13:45:25; 1514; 2322; 1649; 2465; 2633; 2964; 1997; 1541; 1544; 1533; 1181
812; 2023/10/11; 13:46:26; 1515; 2322; 1649; 2465; 2632; 2964; 1997; 1541; 1544; 1532; 1182
813; 2023/10/11; 13:47:27; 1514; 2322; 1649; 2465; 2633; 2964; 1997; 1541; 1544; 1533; 1181
814; 2023/10/11; 13:48:28; 1515; 2322; 1650; 2465; 2633; 2964; 1997; 1542; 1544; 1533; 1181
815; 2023/10/11; 13:49:29; 1515; 2322; 1650; 2465; 2633; 2963; 1997; 1541; 1544; 1533; 1182
816; 2023/10/11; 13:50:30; 1516; 2322; 1650; 2465; 2633; 2964; 1997; 1541; 1544; 1533; 1181
817; 2023/10/11; 13:51:31; 1515; 2323; 1649; 2465; 2633; 2964; 1997; 1540; 1543; 1533; 1182
818; 2023/10/11; 13:52:32; 1515; 2322; 1650; 2465; 2633; 2964; 1997; 1541; 1544; 1532; 1182
819; 2023/10/11; 13:53:33; 1514; 2322; 1649; 2465; 2633; 2964; 1997; 1540; 1544; 1533; 1182
820; 2023/10/11; 13:54:34; 1514; 2321; 1649; 2464; 2633; 2963; 1997; 1542; 1544; 1533; 1182
821; 2023/10/11; 13:55:35; 1515; 2322; 1649; 2464; 2633; 2964; 1997; 1541; 1543; 1533; 1181
822; 2023/10/11; 13:56:36; 1515; 2321; 1649; 2465; 2632; 2963; 1997; 1541; 1544; 1532; 1181
823; 2023/10/11; 13:57:37; 1515; 2322; 1650; 2465; 2633; 2964; 1997; 1540; 1544; 1532; 1181
824; 2023/10/11; 13:58:38; 1514; 2322; 1649; 2465; 2633; 2964; 1997; 1540; 1543; 1533; 1181
825; 2023/10/11; 13:59:39; 1515; 2321; 1649; 2464; 2633; 2963; 1997; 1541; 1544; 1533; 1181
826; 2023/10/11; 14:00:40; 1516; 2322; 1649; 2465; 2633; 2964; 1997; 1541; 1543; 1532; 1181
827; 2023/10/11; 14:01:41; 1515; 2323; 1648; 2465; 2633; 2963; 1997; 1541; 1543; 1532; 1182
828; 2023/10/11; 14:02:42; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1541; 1544; 1533; 1181
829; 2023/10/11; 14:03:43; 1515; 2321; 1649; 2465; 2633; 2963; 1997; 1540; 1543; 1533; 1181
830; 2023/10/11; 14:04:44; 1515; 2323; 1649; 2465; 2632; 2963; 1997; 1541; 1543; 1532; 1182
831; 2023/10/11; 14:05:45; 1515; 2322; 1650; 2465; 2633; 2964; 1997; 1540; 1543; 1532; 1181
832; 2023/10/11; 14:06:46; 1515; 2322; 1650; 2465; 2633; 2963; 1997; 1541; 1543; 1532; 1181
833; 2023/10/11; 14:07:47; 1515; 2323; 1649; 2465; 2633; 2964; 1997; 1541; 1543; 1532; 1182
834; 2023/10/11; 14:08:48; 1515; 2322; 1649; 2465; 2633; 2963; 1997; 1541; 1543; 1532; 1181
835; 2023/10/11; 14:09:49; 1514; 2322; 1650; 2465; 2633; 2964; 1997; 1540; 1543; 1532; 1182
836; 2023/10/11; 14:10:50; 1515; 2322; 1648; 2465; 2633; 2963; 1997; 1540; 1544; 1532; 1181
837; 2023/10/11; 14:11:51; 1515; 2321; 1649; 2464; 2633; 2964; 1997; 1541; 1544; 1532; 1182
838; 2023/10/11; 14:12:52; 1515; 2322; 1649; 2465; 2633; 2963; 1997; 1540; 1543; 1532; 1181
839; 2023/10/11; 14:13:53; 1515; 2322; 1649; 2464; 2632; 2964; 1997; 1541; 1544; 1532; 1181
840; 2023/10/11; 14:14:54; 1515; 2321; 1649; 2464; 2633; 2964; 1997; 1541; 1543; 1533; 1181
841; 2023/10/11; 14:15:55; 1515; 2322; 1649; 2464; 2633; 2963; 1997; 1540; 1542; 1532; 1181
842; 2023/10/11; 14:16:56; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1541; 1543; 1532; 1182
843; 2023/10/11; 14:17:57; 1515; 2321; 1649; 2464; 2633; 2964; 1997; 1541; 1542; 1532; 1181
844; 2023/10/11; 14:18:58; 1515; 2322; 1649; 2465; 2633; 2963; 1997; 1540; 1542; 1532; 1181
845; 2023/10/11; 14:19:59; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1540; 1543; 1531; 1182
846; 2023/10/11; 14:21:00; 1515; 2322; 1648; 2465; 2633; 2964; 1998; 1540; 1543; 1531; 1181
847; 2023/10/11; 14:22:01; 1514; 2322; 1649; 2465; 2633; 2964; 1997; 1541; 1543; 1531; 1182
848; 2023/10/11; 14:23:02; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1540; 1543; 1531; 1181
849; 2023/10/11; 14:24:03; 1515; 2322; 1649; 2465; 2633; 2963; 1997; 1540; 1542; 1531; 1181
850; 2023/10/11; 14:25:04; 1514; 2322; 1650; 2465; 2633; 2963; 1998; 1540; 1542; 1531; 1181
851; 2023/10/11; 14:26:05; 1515; 2322; 1650; 2464; 2633; 2963; 1997; 1539; 1542; 1531; 1182
852; 2023/10/11; 14:27:06; 1514; 2322; 1649; 2465; 2632; 2964; 1997; 1540; 1543; 1531; 1181
853; 2023/10/11; 14:28:07; 1515; 2322; 1649; 2465; 2632; 2963; 1997; 1540; 1543; 1531; 1181
854; 2023/10/11; 14:29:08; 1515; 2323; 1649; 2465; 2633; 2964; 1997; 1539; 1542; 1531; 1182
855; 2023/10/11; 14:30:09; 1515; 2322; 1649; 2465; 2633; 2963; 1997; 1539; 1542; 1531; 1181
856; 2023/10/11; 14:31:10; 1515; 2323; 1649; 2465; 2632; 2964; 1997; 1539; 1541; 1531; 1182
857; 2023/10/11; 14:32:11; 1515; 2323; 1650; 2465; 2633; 2963; 1997; 1539; 1543; 1531; 1182
858; 2023/10/11; 14:33:12; 1514; 2322; 1649; 2465; 2633; 2963; 1997; 1539; 1542; 1531; 1181
859; 2023/10/11; 14:34:13; 1515; 2322; 1650; 2465; 2633; 2964; 1997; 1540; 1542; 1531; 1181
860; 2023/10/11; 14:35:14; 1514; 2322; 1650; 2464; 2633; 2964; 1997; 1539; 1542; 1531; 1182
861; 2023/10/11; 14:36:15; 1515; 2322; 1649; 2465; 2633; 2964; 1997; 1539; 1542; 1531; 1181
862; 2023/10/11; 14:37:16; 1515; 2322; 1649; 2464; 2633; 2963; 1997; 1539; 1543; 1531; 1181
863; 2023/10/11; 14:38:17; 1515; 2321; 1649; 2465; 2633; 2963; 1997; 1539; 1542; 1531; 1181
864; 2023/10/11; 14:39:18; 1515; 2321; 1649; 2465; 2633; 2963; 1997; 1539; 1542; 1531; 1182
865; 2023/10/11; 14:40:19; 1516; 2322; 1649; 2465; 2633; 2963; 1997; 1539; 1542; 1531; 1181
866; 2023/10/11; 14:41:20; 1515; 2322; 1650; 2465; 2633; 2963; 1997; 1539; 1542; 1531; 1181
867; 2023/10/11; 14:42:21; 1514; 2322; 1649; 2465; 2633; 2963; 1997; 1539; 1542; 1531; 1181
868; 2023/10/11; 14:43:22; 1515; 2323; 1650; 2465; 2632; 2963; 1997; 1539; 1542; 1530; 1182
869; 2023/10/11; 14:44:23; 1514; 2322; 1650; 2464; 2633; 2963; 1997; 1539; 1541; 1530; 1181
